name, ra1, ra2, ra3, dec1, dec2, dec3, type, mag1, mag2, mag3, mag4, mag5, mag6, mag7, mag8, mag9
Hip091462, 18, 39,  14.8700,  20,  29, 51.4000,  B8       , 7.66000, 7.66000, 7.59400, 7.67500, 7.69700, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip091466, 18, 39,  17.8800, -34,   9, 58.6000,  B9.5V    , 6.65000, 6.62000, 6.49500, 6.49200, 6.46800, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip091723, 18, 42,  14.3600, -81,  48, 29.1000,  B8V      , 6.27000, 6.36000, 6.50500, 6.55600, 6.55600, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip091743, 18, 42,  29.8900,  -1,  18, 21.4000,  B9       , 7.77000, 7.72000, 7.70500, -99.999, -99.999, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip091822, 18, 43,  17.9500,  -1,  38, 44.3000,  B5       , 7.68000, 6.98000, 6.74900, 6.70800, -99.999, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip092188, 18, 47,  19.0300, -37,  32, 55.0000,  B9V      , 7.08000, 7.10000, 7.11300, 7.17300, 7.11100, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip092393, 18, 49,  42.4700,  15,  56, 4.40000,  B3V      , 6.68000, 6.69000, 6.62000, 6.68300, 6.69600, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip092409, 18, 49,  54.8000,   8,  31, 11.0000,  B8       , 8.93000, 8.81000, 8.57000, 8.56300, 8.54400, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip092470, 18, 50,  41.3800, -47,  46, 47.0000,  B2IV     , 7.07000, 7.21000, 7.34900, 7.45000, 7.45000, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip092687, 18, 53,  12.0000, -51,  55, 53.1000,  B4III    , 6.30000, 6.37000, 6.45000, 6.51800, 6.52100, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip092780, 18, 54,  22.7800, -24,  46, 8.30000,  B3IV     , 7.31000, 7.19000, 6.92700, 6.94800, 6.91900, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip092957, 18, 56,  18.6500,  19,  50, 51.8000,  B3V      , 8.02000, 7.99000, 7.97800, 8.02800, 8.05000, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip092963, 18, 56,  22.6600,  -1,  47, 59.3000,  B9III    , 6.20000, 6.22000, 6.24600, 6.30000, 6.25200, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip093049, 18, 57,  14.3100, -43,  55, 1.00000,  B9V      , 6.27000, 6.32000, 6.32900, 6.41200, 6.39600, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip093180, 18, 58,  47.3000,  -5,  38, 5.40000,  B9       , 7.25000, 7.07000, 6.78700, 6.76600, 6.72500, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip093200, 18, 59,  1.31000, -12,  35, 16.0000,  B9.5V    , 7.02000, 6.92000, 6.67100, 6.66200, 6.63100, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip093302, 19,  0,  15.8000,  15,  20, 49.5000,  B2V      , 8.87000, 8.69000, 8.35300, 8.35600, 8.36600, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip093393, 19,  1,  17.3600,  26,  17, 29.2000,  B5V      , 5.69000, 5.76000, 5.73400, 5.81900, 5.84500, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip093553, 19,  3,  17.8700,  25,  49, 34.0000,  B8       , 6.97000, 6.98000, 6.91600, 6.97900, 6.99600, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip093860, 19,  6,  54.8100, -50,  19, 23.0000,  B9V      , 6.29000, 6.33000, 6.35600, 6.42000, 6.37000, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip093974, 19,  8,  1.97000,  24,  43, 33.7000,  B5       , 6.59000, 6.59000, 6.52300, 6.64600, 6.61600, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip094033, 19,  8,  39.6000, -39,  57, 36.3000,  B9V      , 7.94000, 7.94000, 7.90300, 7.99900, 7.96000, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip094272, 19, 11,  18.8000, -29,  30, 8.10000,  B8/B9V   , 6.28000, 6.29000, 6.23400, 6.28800, 6.24300, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip094378, 19, 12,  34.5400, -37,  31, 26.4000,  B5V      , 7.15000, 7.05000, 6.75600, 6.77700, 6.69700, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip094511, 19, 14,  9.14000,  10,  27, 40.6000,  B8V      , 8.39000, 8.30000, 8.15400, 8.15300, 8.14600, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip094526, 19, 14,  19.2400,  25,   0, 47.6000,  B8       , 7.19000, 7.19000, 7.11800, 7.21700, 7.19400, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip094694, 19, 16,  6.75000,   9,  19, 40.1000,  B8       , 7.70000, 7.55000, 7.24100, 7.22400, 7.20700, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip094849, 19, 17,  59.1800, -47,   4, 28.4000,  B8V      , 7.27000, 7.34000, 7.39500, 7.47500, 7.45000, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip094936, 19, 19,  5.03000,  10,   2, 44.5000,  B9V      , 8.43000, 8.21000, 7.90900, 7.91500, 7.87800, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip094947, 19, 19,  16.1300,  23,  18, 14.8000,  B3V      , 7.62000, 7.57000, 7.46700, -99.999, 7.52700, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip095219, 19, 22,  20.8100,  -8,  12, 3.70000,  B3IVp    , 6.66000, 6.68000, 6.68900, 6.77000, 6.75800, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip095318, 19, 23,  32.7100,   4,  12, 35.5000,  B9V      , 8.98000, 8.42000, 8.19600, 8.12500, 8.08700, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip095340, 19, 23,  46.9300,  20,  15, 51.7000,  B9.5V    , 6.40000, 6.37000, 6.18700, 6.23600, 6.19500, -99.9990, -99.9990,  -99.9990, -99.9990 *iC Star_in_Cluster
Hip095400, 19, 24,  22.5400,  28,   5, 15.3000,  B5V      , 6.53000, 6.59000, 6.59600, 6.70500, 6.71900, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip095450, 19, 24,  59.5400,  19,  47, 59.9000,  B9V      , 8.87000, 8.77000, -99.999, -99.999, -99.999, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip095619, 19, 26,  56.4700, -29,  44, 35.2000,  B9V      , 5.66000, 5.65000, 5.67200, 5.66400, 5.68400, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip095705, 19, 28,  0.98000,  21,  45, 14.8000,  B8V      , 8.64000, 8.57000, 8.40700, 8.39800, 8.39900, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip095732, 19, 28,  20.8000,   2,  55, 48.2000,  B6III    , 5.84000, 5.82000, 5.77400, 5.80000, 5.76000, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip096372, 19, 35,  36.5200,   9,  19, 12.9000,  B9       , 8.02000, 7.99000, 7.94500, 8.02000, 8.01500, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip096518, 19, 37,  17.8400,  15,  15, 2.40000,  B8V      , 8.09000, 8.03000, 7.85700, 7.92900, 7.90200, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip096630, 19, 38,  48.9900,   3,  22, 53.5000,  B3III    , 6.36000, 6.34000, 6.22500, 6.30500, 6.22000, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip096671, 19, 39,  14.1600,  18,  41, 1.80000,  B5       , 7.50000, 7.33000, 7.01400, 7.02000, 7.04800, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip096778, 19, 40,  16.5900, -21,  18, 8.00000,  B5/B6IV  , 7.85000, 7.86000, 7.86200, 7.89400, 7.89200, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip096931, 19, 42,  12.8100,  12,  11, 35.8000,  B9III    , 6.33000, 6.39000, 6.37900, 6.45500, 6.47100, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip096969, 19, 42,  37.8500,   9,  13, 39.1000,  B5       , 8.54000, 8.48000, 8.40400, 8.47600, 8.47600, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip097300, 19, 46,  29.3300,  20,  24, 3.40000,  B8       , 8.51000, 8.41000, 8.24300, 8.27500, 8.20600, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip098428, 19, 59,  55.7800,  19,  53, 22.2000,  B2V      , 7.66000, 7.70000, 7.72500, 7.84600, 7.85100, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip098497, 20,  0,  37.6900,  29,  53, 18.9000,  B2III    , 8.24000, 8.18000, 7.98300, 7.97900, 7.97800, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip098609, 20,  1,  44.7100,  24,  48, 1.50000,  B4V      , 5.88000, 6.01000, 6.08400, 6.19000, 6.22500, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip098641, 20,  2,  10.3200,  10,  44, 20.3000,  B5V      , 7.00000, 7.07000, 7.17500, 7.22400, 7.25600, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip099080, 20,  6,  53.4000,  23,  36, 51.9000,  B3V      , 5.08000, 5.25000, 5.37800, 5.51800, 5.56600, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip099193, 20,  8,  13.0000, -18,  48, 13.8000,  B8V      , 7.03000, 7.03000, 6.96200, 7.03600, 7.02500, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip099295, 20,  9,  22.6900,  10,  47, 10.0000,  B6V      , 7.57000, 7.64000, 7.74400, 7.82800, 7.88400, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip099302, 20,  9,  24.9400, -33,  52, 27.4000,  B8/B9V   , 7.27000, 7.28000, 7.28100, 7.32400, 7.30900, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip100170, 20, 19,  6.33000, -69,  26, 6.50000,  B2V      , 8.84000, 9.03000, 9.26700, 9.34000, 9.39000, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip100196, 20, 19,  23.5400, -29,  37, 26.1000,  B8V      , 7.61000, 7.67000, 7.73500, 7.83800, 7.85400, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip100556, 20, 23,  26.2500, -14,  15, 23.2000,  B3II/III , 6.76000, 6.84000, 6.95300, 7.06800, 7.05400, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip100765, 20, 25,  48.6200, -26,  33, 23.2000,  B8IV     , 7.60000, 7.63000, 7.68900, 7.74100, 7.75100, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip100858, 20, 27,  2.13000,   9,   5, 31.8000,  B2.5V    , 7.54000, 7.64000, 7.73200, 7.85700, 7.88000, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip101373, 20, 32,  46.0500, -36,  13, 43.6000,  B8IV/V   , 8.07000, 8.15000, 8.24900, 8.32200, 8.33700, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip101607, 20, 35,  29.6400,   6,  56, 49.5000,  B9       , 6.53000, 6.56000, 6.59900, 6.61300, 6.60700, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip101716, 20, 37,  4.66000,  26,  27, 43.1000,  B9V      , 5.59000, 5.62000, 5.63600, 5.72000, 5.71200, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip102108, 20, 41,  33.3400, -27,  59, 41.5000,  B9V      , 7.63000, 7.67000, 7.71200, 7.80100, 7.77300, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip102376, 20, 44,  36.3300, -71,  14, 1.90000,  B8/B9IV  , 8.32000, 8.33000, 8.38100, 8.45500, 8.42700, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip102680, 20, 48,  24.5600,   3,  38, 56.5000,  B9       , 6.78000, 6.85000, 6.85000, 6.91300, 6.90700, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip103206, 20, 54,  35.1000, -50,  43, 38.3000,  B5IV     , 6.23000, 6.31000, 6.38600, 6.44900, 6.44700, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip103942, 21,  3,  37.0500, -12,  50, 59.1000,  B9V      , 7.99000, 8.03000, 8.05700, 8.10000, 8.14000, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip104320, 21,  7,  57.4000,  14,  40, 25.3000,  B3V      , 7.03000, 7.15000, -99.999, 7.35100, 7.39900, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip105164, 21, 18,  11.0700,  -4,  31, 10.2000,  B5V      , 5.83000, 5.95000, 6.04000, 6.16700, 6.14000, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip105333, 21, 20,  9.16000, -13,  30, 8.40000,  B8V      , 7.22000, 7.28000, 7.33400, 7.37000, 7.38700, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip105344, 21, 20,  14.0700,  22,   1, 34.2000,  B6IV     , 6.29000, 6.38000, 6.49500, 6.55800, 6.58900, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip106243, 21, 31,  9.62000,  12,   8, 15.0000,  B9.5V    , 6.10000, 6.13000, 6.10000, 6.20300, 6.18700, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip106444, 21, 33,  35.3100,  -9,  39, 38.0000,  B9       , 7.87000, 7.91000, 7.95400, 8.04200, 8.02400, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip106474, 21, 33,  54.4700, -82,  40, 59.1000,  B3IV     , 6.35000, 6.25000, 6.06600, 6.06200, 6.02900, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip106768, 21, 37,  37.6700, -19,  13, 51.7000,  B8V      , 7.45000, 7.52000, 7.59100, 7.63500, 7.65500, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip106831, 21, 38,  15.4000, -13,  32, 0.40000,  B9V      , 8.29000, 8.31000, 8.31600, 8.33100, 8.30300, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip107173, 21, 42,  32.9500,  10,  49, 27.6000,  B5IV     , 6.06000, 6.16000, 6.26900, 6.34400, 6.34400, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip107690, 21, 48,  54.4100, -56,  16, 26.4000,  B9V      , 6.55000, 6.61000, 6.63100, 6.66300, 6.67700, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip108093, 21, 53,  59.2800, -63,   6, 13.8000,  B9/B9.5V , 7.88000, 7.87000, 7.90400, 7.96400, 7.91100, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip108127, 21, 54,  22.0300,  12,  45, 3.90000,  B9       , 6.61000, 6.59000, 6.58700, 6.57500, 6.57700, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip108421, 21, 57,  51.1600, -47,  32, 48.7000,  B9V      , 8.89000, 8.89000, 8.90900, 8.98100, 8.95500, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip108542, 21, 59,  17.7200, -23,  50, 0.29000,  B9V      , 7.03000, 6.99000, 6.97000, 6.97600, 6.98400, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip108612, 22,  0,  7.92000,   6,  43, 2.80000,  B3III    , 6.00000, 6.10000, 6.18900, 6.21200, 6.23800, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip108626, 22,  0,  24.2200, -55,  53, 0.40000,  B9IV-V   , 6.02000, 6.06000, 6.10700, 6.12300, 6.11700, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip108875, 22,  3,  19.0200,  11,  23, 11.6000,  B9.5V    , 5.83000, 5.86000, 5.83400, 5.88200, 5.88200, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip108908, 22,  3,  39.0800, -29,  20, 47.6000,  B8V      , 7.39000, 7.45000, 7.48200, 7.56600, 7.57800, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip109155, 22,  6,  38.8700,   2,  26, 22.2000,  B9       , 6.51000, 6.55000, 6.59900, 6.60300, 6.57100, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip109332, 22,  8,  58.9900, -18,  31, 10.5000,  B2III    , 5.80000, 5.95000, 6.12800, 6.22200, 6.23700, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip109472, 22, 10,  37.4600, -11,  33, 53.9000,  B5III    , 5.43000, 5.53000, 5.66600, 5.74100, 5.71100, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip109789, 22, 14,  18.7400, -27,  46, 0.90000,  B8III    , 5.45000, 5.56000, 5.59700, 5.68500, 5.67800, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip109927, 22, 15,  54.0700,   0,   2, 13.4000,  B8       , 8.97000, 8.96000, 9.13300, 9.18600, 9.19900, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip110393, 22, 21,  37.9200, -28,  46, 21.6000,  B8/B9V   , 8.21000, 8.27000, 8.33400, 8.39800, 8.38300, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip110573, 22, 24,  0.48000,  15,  16, 53.4000,  B9V      , 6.79000, 6.84000, 6.83300, 6.94300, 6.94300, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip111085, 22, 30,  15.7200, -42,  17, 27.8000,  B9V      , 6.94000, 6.99000, 7.00100, 7.04600, 7.03200, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip112022, 22, 41,  25.7400,  23,  50, 47.8000,  B2IV     , 7.39000, 7.52000, 7.60700, 7.70600, 7.73700, -99.9990, -99.9990,  -99.9990, -99.9990 PM* High_proper-motion_Star
Hip112149, 22, 42,  57.6600,  -2,  40, 57.2000,  B9       , 8.25000, 8.24000, 8.24600, 8.30200, 8.30000, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip112376, 22, 45,  37.9900,   3,  37, 52.1000,  B9       , 7.89000, 7.91000, 7.96000, 8.05400, 8.00000, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip112655, 22, 48,  55.2700, -63,  43, 6.30000,  B9.5V    , 6.51000, 6.54000, 6.53100, 6.55900, 6.53500, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip113821, 23,  2,  56.7600, -47,  50, 53.8000,  B9V      , 6.64000, 6.66000, 6.70500, 6.77500, 6.76500, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip114398, 23, 10,  6.73000,   7,  21, 45.1000,  B9       , 7.39000, 7.35000, 7.28500, 7.30800, 7.31600, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip114656, 23, 13,  35.7600, -29,  38, 22.6000,  B9V      , 8.55000, 8.64000, 8.76500, 8.82400, 8.85100, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip115729, 23, 26,  45.4900, -11,   1, 57.3000,  B3III    , 8.32000, 8.51000, 8.63700, 8.73800, 8.81400, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip115759, 23, 27,  9.08000, -50,   9, 26.2000,  B9V      , 6.22000, 6.28000, 6.33600, 6.43000, 6.39600, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip116464, 23, 35,  55.5400,  27,  51, 53.8000,  B9       , 7.37000, 7.42000, 7.43200, 7.50500, 7.53400, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip117089, 23, 44,  12.0600, -18,  16, 36.9000,  B9V      , 5.24000, 5.30000, -99.999, 5.42000, 5.38100, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip117277, 23, 46,  51.8000, -24,  17, 37.1000,  B9.5V    , 8.25000, 8.21000, 8.14600, 8.16000, 8.14000, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip117315, 23, 47,  15.9900, -50,  13, 35.1000,  B3V      , 5.18000, 5.35000, 5.53400, 5.64400, 5.67500, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip117661, 23, 51,  45.2300, -64,  48, 14.0000,  B9V      , 8.36000, 8.41000, 8.45700, 8.50400, 8.51900, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
Hip117927, 23, 55,  7.78000,   7,   4, 15.7000,  B9V      , 6.22000, 6.26000, 6.25500, 6.31600, 6.33700, -99.9990, -99.9990,  -99.9990, -99.9990 * Star
